ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text,Flavor Text,Collectible,Set,Has Starforge,Starforge Text
voi_st1,Null Anchor,3,STRUCTURE,VOIDBORN,COMMON,,,,,Start of turn: Deal 2 damage to the enemy Hero.,Going first each turn never felt so expensive. Their Turn 4 play costs 6. EVERY turn. The Voidborn anchored reality shut.,true,CORE,NO,
voi_m17,Entropy Weaver,4,MINION,VOIDBORN,RARE,3,4,,,"Whenever a card is BANISHed, draw a card.",Destruction IS productive — if you\,true,CORE,NO,
voi_m18,Void Mirror,3,MINION,VOIDBORN,RARE,2,3,VOID,DEPLOY,DEPLOY: Copy a card from your opponent\,Copies it. DELETES the original. You get the card. They LOSE the card. The Voidborn version of \,true,CORE,NO,
voi_m19,Mindbreaker,5,MINION,VOIDBORN,RARE,4,5,,DEPLOY,DEPLOY: Your opponent discards their highest-cost AND lowest-cost cards.,Targets the extremes. Their bomb AND their cheap answer — both gone. The Voidborn cull from both ends of the menu.,true,CORE,NO,
voi_st2,Voidborn Gate,5,STRUCTURE,VOIDBORN,RARE,,,,,"Whenever you BANISH a card, deal 2 damage to the enemy Hero.",Every erasure echoes. BANISH a card? Two to the face. Three BANISHes in one turn? Six damage. Deletion has physical consequences.,true,CORE,NO,
voi_s14,Black Hole,6,SPELL,VOIDBORN,RARE,,,,BANISH,BANISH an enemy minion. BANISH a random card from your opponent\,Two-for-one deletion special. Board AND hand — both diminished. The Voidborn are running a clearance sale on existence.,true,CORE,NO,
voi_s15,Void Siphon,4,SPELL,VOIDBORN,RARE,,,,,Steal 2 random cards from your opponent\,Finders keepers. Losers literally LOSE. Two gone from them. Two gained by you. Four-card swing. Voidborn economics.,true,CORE,NO,
voi_m20,Abyss Walker,5,MINION,VOIDBORN,RARE,4,4,VOID,PHASE,"PHASE. Whenever this attacks, BANISH a random card from your opponent\",Untargetable. Attacks freely. Every swing erases a card from existence. The Voidborn\,true,CORE,NO,
voi_m21,Reality Unraveler,6,MINION,VOIDBORN,RARE,5,6,,,End of Turn: BANISH a random card from your opponent\,"Every turn, one card vanishes. They go to sleep with six. Wake up with five. Then four. The Voidborn unravel things slowly.",true,CORE,NO,
voi_s16,Devour Thoughts,3,SPELL,VOIDBORN,RARE,,,,,"Your opponent discards 2 random cards. For each spell discarded, draw a card.",Two thoughts eaten. If either was a spell? Bonus draw. The Voidborn consider brains an all-you-can-eat buffet.,true,CORE,NO,
voi_s17,Dimensional Exile,7,SPELL,VOIDBORN,RARE,,,,BANISH,BANISH all enemy minions with 5 or more Attack.,Too powerful to exist? Then DON\,true,CORE,NO,
voi_m22,Void Echo,4,MINION,VOIDBORN,RARE,3,3,VOID,ECHO; DEPLOY,ECHO. DEPLOY: BANISH a random card from your opponent\,Plays twice. Deletes twice. Smiles twice. Two futures erased that they\,true,CORE,NO,
voi_m23,Null Assassin,3,MINION,VOIDBORN,RARE,3,2,VOID,CLOAK; DEPLOY,CLOAK. DEPLOY: BANISH a random card from your opponent\,Invisible. Arrives. Deletes a card from their future. The Voidborn\,true,CORE,NO,
voi_st3,Entropic Cascade,6,STRUCTURE,VOIDBORN,RARE,,,,,"Whenever your opponent draws a card, it costs (1) more. Whenever your opponent discards, you draw a card.",Their draws cost more. Their losses fuel YOUR draws. Every turn the entropy increases. The Voidborn built a one-way valve on the universe.,true,CORE,NO,
voi_s18,Existential Crisis,4,SPELL,VOIDBORN,RARE,,,,,Silence an enemy minion. BANISH a random card from their hand. Draw a card.,Strip their powers. Delete a card. Draw one yourself. Three things for four mana. The Voidborn call this \,true,CORE,NO,
voi_s19,Void Resonance,4,SPELL,VOIDBORN,RARE,,,,,Deal 3 damage to all enemy minions. Deal 1 extra for each card BANISHed this game.,The more you\,true,CORE,NO,
voi_m24,Oblivion Seed,2,MINION,VOIDBORN,RARE,0,3,VOID,LAST_WORDS,LAST WORDS: BANISH the top 3 cards of your opponent\,Plant it. Let it die. Three cards erased. Ghosts hatch from the ashes. The Voidborn garden grows DOWNWARD into nothing.,true,CORE,NO,
voi_m25,Thought Leech,3,MINION,VOIDBORN,RARE,2,4,VOID,,"Whenever your opponent plays a spell, add a copy to your hand. It costs (1) less.",Sits. Listens. Copies every spell they cast — cheaper. It\,true,CORE,NO,
voi_s20,Mana Collapse,4,SPELL,VOIDBORN,RARE,,,,,Your opponent loses 2 Crystals next turn. Draw a card.,Their Turn 7? Now it\,true,CORE,NO,
voi_s21,Fade to Black,3,SPELL,VOIDBORN,RARE,,,,PHASE,Give a friendly Void minion PHASE and +2/+2. BANISH a random card from your opponent\,Your creature goes invisible AND grows. Their future loses a card. Two problems created in one spell. Voidborn efficiency.,true,CORE,NO,
voi_m26,Void Collector,5,MINION,VOIDBORN,RARE,3,6,VOID,DEPLOY,DEPLOY: Discover a card that was BANISHed this game. Add it to YOUR hand. It costs (0).,"What the Void takes, the Collector finds. That Legendary they lost? YOURS now. FREE. The Voidborn don\",true,CORE,NO,
voi_s22,ENTROPY BOMB,2,SPELL,VOIDBORN,EPIC,,,,,BANISH a random card from your opponent\,Two mana. One card erased. And a damage nuke that scales with EVERY card they\,true,CORE,NO,
voi_s23,THE HOLLOWING,4,SPELL,VOIDBORN,EPIC,,,,,"For the rest of the game, whenever your opponent draws a card, BANISH the top card of their deck.","Every draw costs them TWO cards. They draw one, they LOSE one. Thirty-card deck? Now it\",true,CORE,NO,
voi_m27,NULL COLOSSUS,5,MINION,VOIDBORN,EPIC,4,8,VOID,GUARDIAN,GUARDIAN. Has +1/+1 for each card BANISHed this game. Your opponent\,BANISHed 6 cards? It\,true,CORE,NO,
voi_m28,MIND DEVOURER,6,MINION,VOIDBORN,EPIC,4,6,VOID,DEPLOY,DEPLOY: Look at your opponent\,Sees everything. Picks the two BEST cards. Deletes them. Gives YOU free copies. Their bomb is YOUR bomb. Their answer is YOUR answer. The Mind Devourer doesn\,true,CORE,NO,
voi_s24,OBLIVION SPHERE,7,SPELL,VOIDBORN,EPIC,,,,BANISH,"BANISH all minions on both sides. For each enemy minion BANISHed, deal 2 damage to the enemy Hero. For each friendly minion BANISHed, draw a card.",Both boards gone. But THEIR losses deal face damage and YOUR losses draw cards. Full enemy board? Ten to face. Full your board? Seven cards drawn. The Sphere doesn\,true,CORE,NO,
voi_m29,PROPHET OF THE ENDLESS VOID,9,MINION,VOIDBORN,LEGENDARY,7,7,,DEPLOY; PHASE,"STARFORGE -- After BANISHing 20 cards total: Transform into GOD OF THE VOID -- 12/12, PHASE. DEPLOY: BANISH your opponent\",He preaches one gospel: nothingness. Their hand? Erased. They draw three. Those three cost two more each. He can\,true,CORE,YES,
voi_m30,NULLHEIM\,8,MINION,VOIDBORN,LEGENDARY,5,5,VOID,DEPLOY,STARFORGED -- 9/9. Gains enhanced abilities and BARRIER.,The Voidborn don\,true,CORE,YES,
voi_m31,THE VOID TYRANT,5,MINION,VOIDBORN,LEGENDARY,5,4,VOID,,"STARFORGE -- After BANISHing 10 cards: Transform into THE VOID EMPEROR -- 8/8, PHASE. After your opponent plays a card, BANISH their entire hand. They draw 1. Has +2/+2 for each card BANISHed this game.",Every action they take costs them something they haven\,true,CORE,YES,
voi_m32,ARCHIVIST OF NOTHING,4,MINION,VOIDBORN,LEGENDARY,2,6,,DEPLOY,STARFORGED -- 6/10. Gains enhanced abilities and BARRIER.,She catalogs everything the Void eats. Then USES it. BANISH a card? Free copy for you. Permanent hand vision. She knows what they have. She HAS what they DON\,true,CORE,YES,
voi_s25,THE FINAL NOTHING,10,SPELL,VOIDBORN,LEGENDARY,,,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,Hand: gone. Board: gone. Deck: gutted. Health: burning. Five cards drawn. The Voidborn stopped whispering and SCREAMED. One spell. Everything deleted. The universe sent an invoice for every card ever lost and your opponent just PAID.,true,CORE,YES,
bio_m1,Genestock Runt,1,MINION,BIOTITANS,COMMON,1,2,BEAST,ADAPT,ADAPT.,Tiny now. Unstable genome. Ask again in five minutes when it\,true,CORE,NO,
bio_m2,Toxispine Polyp,1,MINION,BIOTITANS,COMMON,2,1,BEAST,BANE,BANE.,One inch tall. One-hundred-percent lethal. The Biotitans\,true,CORE,NO,
bio_s1,Biocelerate,1,SPELL,BIOTITANS,COMMON,,,,,Gain 1 empty Crystal.,Accelerated growth. Accelerated EVERYTHING. The Biotitans don\,true,CORE,NO,
bio_m3,Spore Sac,1,MINION,BIOTITANS,COMMON,0,3,BEAST,LAST_WORDS,LAST WORDS: Summon two 1/1 Sporlings.,Pop! Surprise offspring. They\,true,CORE,NO,
bio_s2,Mutagraft,1,SPELL,BIOTITANS,COMMON,,,,,Give a minion +2/+2.,Graft new tissue. Get a BIGGER organism. Biotitan medicine is just \,true,CORE,NO,
bio_m4,Genome Stalker,2,MINION,BIOTITANS,COMMON,3,2,BEAST,,Gains +1/+1 at the start of each turn.,Unstable DNA. Grows every second. By Turn 5 it\,true,CORE,NO,
bio_m5,Symbiote Tendril,2,MINION,BIOTITANS,COMMON,2,3,BEAST,DEPLOY,DEPLOY: Give a friendly minion +1/+1.,Latches on. Shares nutrients. Friendship is just symbiosis with extra steps. And teeth.,true,CORE,NO,
bio_s3,Hypergrowth,2,SPELL,BIOTITANS,COMMON,,,,,Gain 2 empty Crystals.,Skip two growth cycles. The Biotitans consider patience a genetic defect.,true,CORE,NO,
bio_m6,Venombrood Larva,2,MINION,BIOTITANS,COMMON,2,2,BEAST,BANE; ADAPT,BANE. ADAPT.,Cute. Larval. Catastrophically venomous. It adapted poison IN THE EGG. Overachiever of the spawning pool.,true,CORE,NO,
bio_s4,Chitin Plating,2,SPELL,BIOTITANS,COMMON,,,,GUARDIAN,Give a minion +1/+4 and GUARDIAN.,Bio-armor. Grows from the host\,true,CORE,NO,
bio_m7,Stalkfiend,3,MINION,BIOTITANS,COMMON,3,4,BEAST,SWIFT,SWIFT.,"Hunts first. Thinks never. Six legs, four eyes, zero hesitation. Peak predatory design.",true,CORE,NO,
bio_m8,Protoplasm,3,MINION,BIOTITANS,COMMON,2,2,BEAST,ADAPT,ADAPT. ADAPT. (Choose 2 bonuses.),"Still deciding what species it wants to be. But whatever it picks, it picks TWICE. Indecisive AND lethal.",true,CORE,NO,
bio_m9,Shellguard Brute,3,MINION,BIOTITANS,COMMON,2,5,BEAST,GUARDIAN,GUARDIAN.,Nothing gets past the carapace. NOTHING. Not plasma. Not claws. Not your opponent\,true,CORE,NO,
bio_s5,Stimulant Injector,3,MINION,BIOTITANS,COMMON,2,3,BEAST,DEPLOY; SWIFT,DEPLOY: Give a friendly minion +3 Attack and SWIFT. Draw a card if it\,Inject. Mutate. Hunt. Biotitan field medicine is just \,true,CORE,NO,
bio_s6,Mycorrhizal Web,3,SPELL,BIOTITANS,COMMON,2,2,,,"Give all friendly minions +1/+1. If you control 3+ minions, give +2/+2 instead.",The fungal network connects everything. Everyone buffs. Nobody opts out. Resistance is biologically futile.,true,CORE,NO,
bio_m10,Bloom Crawler,3,MINION,BIOTITANS,COMMON,3,3,BEAST,LAST_WORDS,LAST WORDS: ADAPT a random friendly minion.,Dies beautifully. Bioluminescent spores everywhere. And something on your board just grew a new organ.,true,CORE,NO,
bio_m11,Alpha Strain,4,MINION,BIOTITANS,COMMON,4,4,BEAST,ADAPT,ADAPT.,Top of the gene pool. Bottom of your opponent\,true,CORE,NO,
bio_m12,Living Bulwark,4,MINION,BIOTITANS,COMMON,3,6,BEAST,GUARDIAN,GUARDIAN. Gains +1/+1 whenever you play a Beast.,A wall of living tissue. Every Beast you play feeds it another growth cycle. It never stops thickening.,true,CORE,NO,
bio_s7,Biotic Surge,4,SPELL,BIOTITANS,COMMON,3,3,,,Give a friendly minion +3/+3 and ADAPT.,MAXIMUM MUTATION. Your 2/2 is now a 5/5 with bioluminescent war-horns. Evolution doesn\,true,CORE,NO,
bio_m13,Brood Warden,4,MINION,BIOTITANS,COMMON,3,4,BEAST,DEPLOY,DEPLOY: Summon two 2/2 Bioforms with ADAPT.,Two hatchlings. Six possible mutations. Your opponent has to guess. They will guess wrong.,true,CORE,NO,
bio_m14,Razormaw Titan,5,MINION,BIOTITANS,COMMON,6,4,BEAST,SWIFT; ADAPT,SWIFT. ADAPT.,Fast. Adaptive. Hungry. It evolved legs specifically to chase YOU. Be flattered. Then run.,true,CORE,NO,
bio_m15,Ancient Shellback,5,MINION,BIOTITANS,COMMON,4,7,BEAST,GUARDIAN; LAST_WORDS,GUARDIAN. LAST WORDS: Summon a 3/3 Hatchling with GUARDIAN.,Old bioforms don\,true,CORE,NO,
bio_s8,Apex Mandate,5,SPELL,BIOTITANS,COMMON,,,,,Destroy a minion with less Attack than your strongest minion.,Survival of the fittest. YOUR fittest. The food chain has rules and you\,true,CORE,NO,
bio_s9,Spawning Caller,5,MINION,BIOTITANS,COMMON,3,4,BEAST,DEPLOY,DEPLOY: Summon a random Beast from your deck. Give it +2/+2 and ADAPT.,You didn\,true,CORE,NO,
bio_m16,Titan Wurm,6,MINION,BIOTITANS,COMMON,7,6,BEAST,ADAPT,ADAPT. Costs (1) less for each Beast you control.,Discounted megafauna. Bulk evolution rates. Three Beasts on board and this costs less than a Spore Sac.,true,CORE,NO,
bio_s10,Bioamplify,6,SPELL,BIOTITANS,COMMON,,,,,Give all friendly Beasts +3/+3 and ADAPT.,MASS MUTATION EVENT. Everything grows. Everything adapts. Your opponent\,true,CORE,NO,
bio_m17,Megafauna Prime,7,MINION,BIOTITANS,COMMON,8,8,BEAST,ADAPT,ADAPT. ADAPT. (Choose 2 bonuses.),Eight tons of bio-engineered whatever-it-wants-to-be. It hasn\,true,CORE,NO,
bio_s11,Extinction Pulse,7,SPELL,BIOTITANS,COMMON,,,,,Destroy all minions with 4 or less Attack. Your Beasts have +4/+4 for the rest of the game.,The weak get culled. The strong get STRONGER. Biotitans don\,true,CORE,NO,
bio_m18,Gestation Pod,2,MINION,BIOTITANS,COMMON,0,3,BEAST,LAST_WORDS,LAST WORDS: Summon a random Beast that costs (4) or less.,What\,true,CORE,NO,
bio_st1,Spawning Grounds,3,STRUCTURE,BIOTITANS,COMMON,,,,,Your Beasts have +1/+1.,Rich in nutrients. Rich in mutations. Everything that grows here grows WRONG. Beautifully wrong.,true,CORE,NO,
bio_s12,Evolutionary Leap,3,SPELL,BIOTITANS,RARE,,,,,Destroy a friendly minion. Summon a random minion that costs (2) more from your deck.,Sacrifice the current model. Upgrade to the next. Your 2-drop just became a 4-drop with anger issues.,true,CORE,NO,
bio_m19,Hive Matriarch,5,MINION,BIOTITANS,RARE,4,5,BEAST,DEPLOY,DEPLOY: Summon three 1/1 Sporlings. They all ADAPT.,One matriarch. A board of drones. Every one mutates differently. Enjoy predicting THAT.,true,CORE,NO,
bio_m20,Broodmother Rex,6,MINION,BIOTITANS,RARE,5,6,BEAST,,"Whenever this minion survives damage, summon a 3/3 Bioform with ADAPT.",Hit it. Go ahead. See what hatches. Every wound spawns something nastier. Damage is just fertilizer.,true,CORE,NO,
bio_st2,Incubation Vat,4,STRUCTURE,BIOTITANS,RARE,,,,,Start of Turn: Give a random friendly Beast ADAPT.,Drip. Drip. Mutate. The vat never stops cycling. Your Beasts never stop growing. That\,true,CORE,NO,
bio_s13,Mutagenic Spores,2,SPELL,BIOTITANS,RARE,,,,,Give a minion ADAPT three times. (Choose 3 bonuses.),"Triple mutation. Triple horror. Your 1/1 Sporling just became a 4/4 with BANE, SWIFT, and an existential crisis.",true,CORE,NO,
bio_m21,Cloaked Ambusher,4,MINION,BIOTITANS,RARE,5,3,BEAST,CLOAK; ADAPT,CLOAK. ADAPT.,Chromatophore camouflage AND pre-strike mutation. Invisible AND evolved. You\,true,CORE,NO,
bio_m22,Titan Egg,3,MINION,BIOTITANS,RARE,0,5,BEAST,LAST_WORDS,LAST WORDS: Summon a random Beast that costs (7) or more from your deck.,Five health of bio-shell protecting something ENORMOUS. Crack it at your own risk.,true,CORE,NO,
bio_s14,Apex Genomist,5,MINION,BIOTITANS,RARE,4,4,BEAST,DEPLOY,DEPLOY: Give a friendly Beast +5/+5 and ADAPT. It gains ,Perfect DNA. Perfect organism. Spell-proof hide. The Biotitan lab\,true,CORE,NO,
bio_m23,Packmaster Strain,4,MINION,BIOTITANS,RARE,3,4,,,Your Beasts have +1 Attack. Your ADAPT choices always include +3 Attack.,Teaches one genetic lesson: HIT HARDER. Final exam is your opponent\,true,CORE,NO,
bio_s15,Symbiote Transmitter,3,MINION,BIOTITANS,RARE,2,3,BEAST,DEPLOY,DEPLOY: Choose a friendly minion. Give ALL other friendly minions its keywords.,Sharing is caring. Sharing BANE across your entire board is a WAR CRIME in fourteen star systems.,true,CORE,NO,
bio_m24,Ancient Bioform,7,MINION,BIOTITANS,RARE,6,8,BEAST,ADAPT; DEPLOY,ADAPT. ADAPT. DEPLOY: Give all friendly Beasts +2/+2.,Seven million growth cycles of evolution compressed into one card. It remembers being a microbe. It\,true,CORE,NO,
bio_s16,Consuming Maw,4,MINION,BIOTITANS,RARE,3,3,BEAST,DEPLOY,DEPLOY: Destroy a minion. Give its Attack and Health to a friendly Beast.,You are what you eat. And you just ate a 7/7. Burp. You\,true,CORE,NO,
bio_m25,Phaseshift Predator,5,MINION,BIOTITANS,RARE,5,4,BEAST,CLOAK; BANE,CLOAK. BANE.,Phase-shifted cellular structure makes it invisible. Bio-toxin payload makes it lethal. Very organized killer.,true,CORE,NO,
bio_s17,Cocoon Weaver,3,MINION,BIOTITANS,RARE,1,4,BEAST,DEPLOY,DEPLOY: Give a friendly minion ,Three turns of biological immortality. Hit it all you want. It heals. Every. Single. Time.,true,CORE,NO,
bio_st3,Primordial Vat,5,STRUCTURE,BIOTITANS,RARE,,,,,"Whenever you play a Beast, give it ADAPT. Your Beasts cost (1) less.",Everything that enters the vat exits different. Bigger. Weirder. With more appendages. Always more appendages.,true,CORE,NO,
bio_s18,Bio-Ambush,2,SPELL,BIOTITANS,RARE,,,,,Summon a 3/3 Bioform with ADAPT and CLOAK.,Something just materialized on your board. Your opponent can\,true,CORE,NO,
bio_s19,Swarm Burst,4,SPELL,BIOTITANS,RARE,,,,,Summon three 2/2 Sporlings. Give each one ADAPT.,Three little problems. Three random mutations. Your opponent just developed a swarm phobia.,true,CORE,NO,
bio_s20,Adrenaline Gland,3,MINION,BIOTITANS,RARE,2,4,BEAST,DEPLOY; GUARDIAN; SWIFT,DEPLOY: Choose one — Give a Beast +4/+0 and SWIFT; or Give a Beast +0/+4 and GUARDIAN.,Fight or fortify. The Biotitans only have two glandular settings and both ruin someone\,true,CORE,NO,
bio_m26,Parasitic Crawler,3,MINION,BIOTITANS,RARE,2,2,BEAST,DEPLOY,"DEPLOY: Steal +2/+2 from an enemy minion. (It loses, you gain.)",Latches on. Drains biomass. Grows larger. The galaxy\,true,CORE,NO,
bio_s21,Adaptive Plating,5,SPELL,BIOTITANS,RARE,,,,,"Give a friendly Beast ADAPT twice. Whenever it takes damage this turn, ADAPT again.","The more you hurt it, the more it evolves. Go ahead. Make it angry. See what grows out of the wound.",true,CORE,NO,
bio_s22,PRIMORDIAL OOZE,1,SPELL,BIOTITANS,EPIC,,,,,Summon a random 1-cost Beast. ADAPT it. Then ADAPT it again. Then ADAPT it AGAIN.,One mana. One random microbe. THREE forced mutations. It started as bacteria. It\,true,CORE,NO,
bio_s23,FORCED EVOLUTION,3,SPELL,BIOTITANS,EPIC,,,,,Transform ALL friendly minions into random minions that cost (2) more. ADAPT each one.,Your entire board just jumped two tiers on the food chain and grew spines. Literal spines. Everyone has spines now. The lab is pleased.,true,CORE,NO,
bio_m27,APEX CHIMERA,5,MINION,BIOTITANS,EPIC,4,4,BEAST,DEPLOY,DEPLOY: Gain the keywords of ALL other friendly Beasts. ADAPT twice.,Gene-spliced from every organism on your board. It doesn\,true,CORE,NO,
bio_st4,GENESIS CRADLE,4,STRUCTURE,BIOTITANS,EPIC,,,,,"Whenever a friendly Beast dies, summon a random Beast that costs (1) more and ADAPT it.",Kill a 2-drop. A 3-drop hatches. Kill that. A 4-drop hatches. Kill THAT. You\,true,CORE,NO,
bio_m28,EXTINCTION SURVIVOR,7,MINION,BIOTITANS,EPIC,5,5,BEAST,LAST_WORDS,LAST WORDS: Resummon this minion with ADAPT three times. (Can trigger up to 3 times.),Killed it once. It came back with armor. Killed it twice. It came back with BANE. Third time? It came back with a biological VENDETTA. Fourth time is the charm. Maybe.,true,CORE,NO,
bio_m29,WORLDEATER HYDRA,8,MINION,BIOTITANS,LEGENDARY,8,8,BEAST,ADAPT,"STARFORGE -- After ADAPTing 10 times: Transform into HYDRA APEX -- 15/15. Has ALL ADAPT bonuses permanently. Whenever this attacks, ADAPT twice. Can\",Three heads. Each one evolves independently. Each one hates you independently. Hit it and it grows a FOURTH head. The Biotitans\,true,CORE,YES,
bio_m30,WORLDSHAPER THORNA,9,MINION,BIOTITANS,LEGENDARY,8,8,,DEPLOY,"STARFORGE -- After playing 20 Beasts: Transform into THORNA, MOTHER OF ALL -- 12/15. ALL minions you play are Beasts with ADAPT three times, +3/+3, and cost (2) less.",Chief Biogineer. She shaped an entire world\,true,CORE,YES,
bio_m31,THE LIVING PLANET,10,MINION,BIOTITANS,LEGENDARY,10,10,BEAST,GUARDIAN; ADAPT; LAST_WORDS,STARFORGED -- 14/14. Gains enhanced abilities and BARRIER.,It IS the biosphere. The forests are its hair. The oceans are its blood. Kill it and five entire ecosystems crawl out for revenge.,true,CORE,YES,
bio_m32,GENE-ARCHON VEXXIS,4,MINION,BIOTITANS,LEGENDARY,2,6,,DEPLOY,STARFORGED -- 6/10. Gains enhanced abilities and BARRIER.,He mutated everything. His lab. His specimens. His breakfast. Now he\,true,CORE,YES,
bio_m33,THE FIRST ORGANISM,6,MINION,BIOTITANS,LEGENDARY,5,5,BEAST,ADAPT,STARFORGED -- 9/9. Gains enhanced abilities and BARRIER.,"The original genome. The ancestor strand. Everything that crawls, flies, bites, or oozes evolved from THIS. Four adaptations. Potentially free. The food chain starts here and it ends with your opponent.",true,CORE,YES,
cry_m1,Prism Shard,1,MINION,CRYSTALLINE,COMMON,1,2,ELEMENTAL,RESONATE,RESONATE: Gain +1/+1.,Vibrates when you cast spells. Also when nervous. Also when you LOOK at it. Very sensitive crystal.,true,CORE,NO,
cry_s1,Crystal Spark,1,SPELL,CRYSTALLINE,COMMON,,,,,Deal 1 damage. Draw a card.,A tiny zap. A tiny card. A tiny WIN. The Crystalline consider this \,true,CORE,NO,
cry_m2,Facet Moth,1,MINION,CRYSTALLINE,COMMON,1,1,ELEMENTAL,RESONATE,RESONATE: Summon a 1/1 Crystal Shard.,"Casts spells, makes babies. Spell babies. They\",true,CORE,NO,
cry_s2,Arcane Missile,1,SPELL,CRYSTALLINE,COMMON,,,,,Deal 3 damage randomly split among all enemies.,Aim? Where we\,true,CORE,NO,
cry_s3,Mana Siphon,1,SPELL,CRYSTALLINE,COMMON,,,,,Gain 1 Crystal this turn only. Draw a card.,Borrow power from the universe. The universe doesn\,true,CORE,NO,
cry_m3,Geode Apprentice,2,MINION,CRYSTALLINE,COMMON,2,3,,RESONATE,RESONATE: Deal 1 damage to a random enemy.,Studies hard. Zaps harder. Graduated top of her class in Applied Crystal Violence.,true,CORE,NO,
cry_s4,Refraction Bolt,2,SPELL,CRYSTALLINE,COMMON,,,,,"Deal 2 damage. If you cast another spell this turn, deal 4 instead.",Alone: a spark. After another spell: a THUNDERBOLT. The Crystalline invented the combo meal.,true,CORE,NO,
cry_m4,Spell Weaver,2,MINION,CRYSTALLINE,COMMON,1,3,,,Your spells cost (1) less. (Minimum 1.),Discount magic. No coupons required. She\,true,CORE,NO,
cry_s5,Prismatic Bolt,2,SPELL,CRYSTALLINE,COMMON,,,,,Deal 3 damage to a minion.,Three colors. Three damage. It hits like a rainbow with a grudge and no forgiveness.,true,CORE,NO,
cry_m5,Crystal Golem,2,MINION,CRYSTALLINE,COMMON,2,3,ELEMENTAL,RESONATE,RESONATE: Gain +0/+2.,"Gets tougher every time you cast. The strong, silent type. By Turn 6 it\",true,CORE,NO,
cry_m6,Resonance Mage,3,MINION,CRYSTALLINE,COMMON,3,3,,RESONATE,RESONATE: Add a random spell to your hand. It costs (1).,Casts spells. Gets spells. Casts THOSE spells. Gets MORE spells. She hasn\,true,CORE,NO,
cry_s6,Shatter,3,SPELL,CRYSTALLINE,COMMON,,,,,"Deal 4 damage. If this kills the target, deal 2 damage to adjacent minions.","Break one, crack two. Crystal physics. The Crystalline textbook has one chapter and it\",true,CORE,NO,
cry_m7,Quartz Warden,3,MINION,CRYSTALLINE,COMMON,2,5,ELEMENTAL,GUARDIAN; RESONATE,GUARDIAN. RESONATE: Gain BARRIER.,Shields up when you spell up. Cast twice and it\,true,CORE,NO,
cry_s7,Spell Surge,3,SPELL,CRYSTALLINE,COMMON,,,,,Draw 2 cards. If you\,More spells. More cards. More spells FROM cards. It\,true,CORE,NO,
cry_s8,Prism Shield,3,SPELL,CRYSTALLINE,COMMON,,,,BARRIER,Give a minion +2/+4 and BARRIER.,Looks like glass. Hits like diamond. The Crystalline don\,true,CORE,NO,
cry_m8,Energized Sentry,3,MINION,CRYSTALLINE,COMMON,2,4,ELEMENTAL,,Gains +1 Attack for each spell you\,Charges up while you cast. Cast four spells and it\,true,CORE,NO,
cry_m9,Prismora Scholar,4,MINION,CRYSTALLINE,COMMON,3,4,,DEPLOY,DEPLOY: Add 2 random Crystalline spells to your hand.,Knowledge is power. Two knowledges is MORE power. She hasn\,true,CORE,NO,
cry_s9,Arcane Explosion,4,SPELL,CRYSTALLINE,COMMON,,,,,Deal 2 damage to all enemy minions. Deal 1 extra for each spell you\,"Turn 1: weak. Turn 10: APOCALYPTIC. The longer the game goes, the angrier the explosion gets. Like a fine wine of FIRE.",true,CORE,NO,
cry_m10,Living Crystal,4,MINION,CRYSTALLINE,COMMON,4,4,ELEMENTAL,RESONATE,RESONATE: Gain +1/+1 AND deal 1 damage to a random enemy. (Triggers both on each spell.),Double resonance. Double trouble. Cast one spell and it grows AND hurts someone. Cast five and it\,true,CORE,NO,
cry_s10,Refract,4,SPELL,CRYSTALLINE,COMMON,,,,,Deal 3 damage. Cast a random spell that costs (3) or less. (Targets chosen randomly.),One spell becomes two. You paid for damage. You got damage AND a mystery bonus. Chaos is a FEATURE.,true,CORE,NO,
cry_m11,Crystal Colossus,5,MINION,CRYSTALLINE,COMMON,5,6,ELEMENTAL,RESONATE,RESONATE: Gain +2/+2 and SWIFT.,"Cast one spell and a 5/6 becomes a 7/8 with SWIFT. The bigger they resonate, the harder your opponent cries.",true,CORE,NO,
cry_s11,Arcane Storm,5,SPELL,CRYSTALLINE,COMMON,,,,,Deal 1 damage to all enemies for each spell you\,Step 1: Cast five spells. Step 2: Cast THIS. Step 3: Six damage to everything. Step 4: Apologize to nobody.,true,CORE,NO,
cry_m12,Spell Thief,5,MINION,CRYSTALLINE,COMMON,4,4,,DEPLOY,DEPLOY: Copy the last spell your opponent cast. It costs (0).,What\,true,CORE,NO,
cry_s12,Overload,5,SPELL,CRYSTALLINE,COMMON,,,,,Your next spell this turn costs (0) and deals double damage.,UNLIMITED POWER! (Limited to one use per cast.) The Crystalline definition of restraint.,true,CORE,NO,
cry_m13,Prismatic Dragon,6,MINION,CRYSTALLINE,COMMON,6,6,ELEMENTAL,RESONATE,RESONATE: Deal 3 damage to a random enemy.,"Every spell you cast, it breathes fire. EVERY one. It\",true,CORE,NO,
cry_s13,Cascade,6,SPELL,CRYSTALLINE,COMMON,,,,,"Deal 6 damage to a minion. If this kills it, cast this again on a random enemy minion.",It keeps going until something stops it. Nothing stops it. The Crystalline motto: WHY STOP?,true,CORE,NO,
