id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
neutral_star_channeler,Star Channeler,Neutral,Minion,,Rare,1,0,4,Deploy,Deal 1 damage to a random enemy,Zero attack. Maximum discount. Fragile genius.,True,CORE,
neutral_phase_imp,Phase Imp,Neutral,Minion,,Rare,1,1,2,"Double Strike, Blitz, Deploy",Deal 1 damage,Tiny. Untargetable. Annoying beyond its size.,True,CORE,
neutral_cosmic_inventor,Cosmic Inventor,Neutral,Minion,,Rare,2,2,4,"Blitz, Deploy",Deal 2 damage to a random enemy,Invents Legendaries. Charges extra.,True,CORE,
neutral_bloodfang_hunter,Bloodfang Hunter,Neutral,Minion,Beast,Rare,2,3,3,Barrier,Draw a card,Bites for 3. Heals for 3. Every turn.,True,CORE,
neutral_mirror_entity,Mirror Entity,Neutral,Minion,,Rare,2,1,2,"Barrier, Deploy",Draw a card,"Whatever they have, you have too. But cheaper.",True,CORE,
neutral_mana_thief,Mana Thief,Neutral,Minion,,Rare,2,2,3,"Swift, Deploy",Deal 1 damage to a random enemy,Steals mana. It's a living.,True,CORE,
neutral_shielded_construct,Shielded Construct,Neutral,Minion,Mech,Rare,2,2,4,"Guardian, Cloak, Deploy",Deal 1 damage to a random enemy,Small but defensive perfection.,True,CORE,
neutral_echo_wisp,Echo Wisp,Neutral,Minion,Elemental,Rare,2,2,2,"Blitz, Lethal, Deploy",Deal 1 damage to all enemies,Ping. Ping again. Two tiny explosions.,True,CORE,
neutral_cosmic_curator,Cosmic Curator,Neutral,Minion,,Rare,3,2,5,"Double Strike, Deploy","Draw a Mech, a Beast, and an Elemental from your deck",Curates your collection. Draws your tribes.,True,CORE,
neutral_starweaver,Starweaver,Neutral,Minion,,Rare,3,3,4,"Lethal, Deploy",Draw a card,Weaves stars into discount spells. Talented.,True,CORE,
neutral_ironjaw_enforcer,Ironjaw Enforcer,Neutral,Minion,,Rare,3,3,5,"Double Strike, Deploy",Draw a card,Hard jaw. Harder to kill. Hardest to get past.,True,CORE,
neutral_spell_eater,Spell Eater,Neutral,Minion,,Rare,3,3,4,Deploy,Gains +2/+2 whenever your opponent casts a spell,Their spells feed it. Cast wisely.,True,CORE,
neutral_shadow_dancer,Shadow Dancer,Neutral,Minion,,Rare,3,3,3,"Cloak, Double Strike, Deploy",Draw a card,Hits. Vanishes. Hits again. Repeat forever.,True,CORE,
neutral_graveyard_tender,Graveyard Tender,Neutral,Minion,,Rare,3,2,5,Deploy,Deal 3 damage to a random enemy,Tends graves. Graves tend to open back up.,True,CORE,
neutral_mutagenic_slime,Mutagenic Slime,Neutral,Minion,,Rare,3,2,3,"Lethal, Swift, Deploy",Draw a card,Pick two bonuses. On a 3-cost body. Flexible AND cheap.,True,CORE,
neutral_cosmic_informant,Cosmic Informant,Neutral,Minion,,Rare,3,3,4,"Swift, Deploy",Draw a card,Knowledge is power. Seeing their hand is MORE power.,True,CORE,
neutral_war_machine_mk_ii,War Machine Mk II,Neutral,Minion,Mech,Rare,4,4,5,"Drain, Cloak, Deploy",SWIFT. Deal 2 damage,Arrives. Shoots. Charges. The premium 4-drop.,True,CORE,
neutral_eldritch_horror,Eldritch Horror,Neutral,Minion,,Rare,4,4,5,Deploy,Deal 6 damage to a random enemy,Mutual destruction. But YOU built for it.,True,CORE,
neutral_phoenix_hatchling,Phoenix Hatchling,Neutral,Minion,Elemental,Rare,4,3,4,"Swift, Deploy",BARRIER. Return this to your hand,Shielded. Recursive. Annoying. Perfect.,True,CORE,
neutral_cosmic_tinkerer,Cosmic Tinkerer,Neutral,Minion,,Rare,4,3,5,"Guardian, Deploy",Deal 4 damage to a random enemy,Upgrades your cards. Randomly. Excitingly.,True,CORE,
neutral_abyssal_hunter,Abyssal Hunter,Neutral,Minion,,Rare,4,5,4,"Swift, Guardian, Deploy",Draw a card,Invisible. Venomous. Extremely problematic.,True,CORE,
neutral_mystic_sage,Mystic Sage,Neutral,Minion,,Rare,4,3,6,"Drain, Deploy",Draw a card,Arranges the future. Takes a card from it.,True,CORE,
neutral_starborne_sentinel,Starborne Sentinel,Neutral,Minion,,Rare,4,4,6,Drain,BARRIER,Premium stats. Premium shield. Premium 4-drop.,True,CORE,
neutral_swarm_commander,Swarm Commander,Neutral,Minion,,Rare,4,3,4,"Drain, Deploy",Summon three 1/1 Recruits,One commander. Three recruits. Instant army.,True,CORE,
neutral_cosmic_executioner,Cosmic Executioner,Neutral,Minion,,Rare,5,5,6,"Blitz, Deploy",Destroy a minion with 3 or less Attack,Executes the weak. Stands menacingly over the rest.,True,CORE,
neutral_starfire_drake,Starfire Drake,Neutral,Minion,Beast,Rare,5,5,5,"Cloak, Barrier, Deploy",Deal 2 damage to a random enemy,Fast dragon. Shielded dragon. YOUR dragon.,True,CORE,
neutral_arcane_golem,Arcane Golem,Neutral,Minion,Mech,Rare,5,4,7,"Guardian, Deploy",Gain +2/+2,Gets HUGE in spell decks. Stays huge everywhere.,True,CORE,
neutral_soul_reaper,Soul Reaper,Neutral,Minion,,Rare,5,5,5,Deploy,"Whenever a minion dies, gain +1/+1",Board clears make it ENORMOUS.,True,CORE,
neutral_starweave_guardian,Starweave Guardian,Neutral,Minion,,Rare,5,3,8,"Guardian, Drain, Deploy",Deal 2 damage to a random enemy,Walls. Heals. Walls some more. Tanks forever.,True,CORE,
neutral_cosmic_berserker,Cosmic Berserker,Neutral,Minion,,Rare,5,6,5,"Lethal, Deploy",Deal 2 damage to a random enemy,Angry. Restrained. Until something dies.,True,CORE,
neutral_echo_knight,Echo Knight,Neutral,Minion,,Rare,5,4,5,"Cloak, Swift",SWIFT,Two 4/4 rushers on turn 10. Can't say no.,True,CORE,
neutral_cosmic_juggler,Cosmic Juggler,Neutral,Minion,,Rare,5,4,6,"Guardian, Deploy",Return 2 random enemy minions to their owner's hand,Juggles enemies right off the board.,True,CORE,
neutral_starforge_sentinel,Starforge Sentinel,Neutral,Minion,,Rare,6,5,7,"Guardian, Double Strike, Deploy",Deal 3 damage to a random enemy,Premium wall. Premium shield. Premium annoyance.,True,CORE,
neutral_void_dragon,Void Dragon,Neutral,Minion,Beast,Rare,6,6,6,"Guardian, Deploy",Deal 3 damage to a random enemy,Dragon erasure. Permanent dragon erasure.,True,CORE,
neutral_mech_overlord,Mech Overlord,Neutral,Minion,Mech,Rare,6,5,7,Deploy,Your other Mechs have +2/+2,Boss Mech buffs all Mechs. Mech hierarchy.,True,CORE,
neutral_temporal_devourer,Temporal Devourer,Neutral,Minion,,Rare,6,6,7,"Drain, Deploy",Return an enemy minion to their hand. It costs (3) more,Sends it back. Adds a surcharge. Rude AND effective.,True,CORE,
neutral_cosmic_summoner,Cosmic Summoner,Neutral,Minion,,Rare,6,4,6,"Swift, Deploy",Deal 6 damage to a random enemy,Calls for backup. Backup arrives immediately.,True,CORE,
neutral_storm_caller,Storm Caller,Neutral,Minion,Elemental,Rare,6,5,6,"Drain, Deploy",Deal 3 damage to 2 random enemies,Calls storms. Storms answer. Enemies regret.,True,CORE,
neutral_void_champion,Void Champion,Neutral,Minion,,Rare,6,6,7,"Drain, Deploy",Deal 3 damage to a random enemy,Twelve damage per turn. From one minion. SIX mana.,True,CORE,
neutral_phoenix_risen,Phoenix Risen,Neutral,Minion,Elemental,Rare,6,5,6,"Lethal, Deploy",BARRIER. Return to your hand. Costs (2) more,Dies. Comes back. More expensive but still worth it.,True,CORE,
neutral_cosmic_warbringer,Cosmic Warbringer,Neutral,Minion,,Rare,7,7,7,"Drain, Barrier, Deploy, Swift",SWIFT. Give all friendly minions +1/+1,Arrives with a buff aura. And a bad attitude.,True,CORE,
neutral_starborn_hydra,Starborn Hydra,Neutral,Minion,Beast,Rare,7,5,6,Deploy,"Whenever this takes damage, summon a 3/3 Hydra Head",Hit it. I DARE you. More heads every time.,True,CORE,
neutral_void_colossus,Void Colossus,Neutral,Minion,,Rare,7,7,9,"Guardian, Deploy",Destroy an enemy minion. Its controller draws 2 cards,Kills their best thing. Gives them consolation cards.,True,CORE,
neutral_mech_assembler_prime,Mech Assembler Prime,Neutral,Minion,Mech,Rare,7,5,8,"Drain, Deploy",Deal 3 damage to a random enemy,Every dead mech returns. ALL of them.,True,CORE,
neutral_ancient_wyrm,Ancient Wyrm,Neutral,Minion,Beast,Rare,7,6,9,"Drain, Barrier",Deal 3 damage to a random enemy,Old dragon. Double adapted. Triple trouble.,True,CORE,
neutral_galactic_judge,Galactic Judge,Neutral,Minion,,Rare,7,6,7,"Double Strike, Deploy",Deal 3 damage to a random enemy,Equality through judicial decree. Everything is a 3.,True,CORE,
neutral_echo_tyrant,Echo Tyrant,Neutral,Minion,,Rare,7,6,7,Blitz,Deal 3 damage to a random enemy,Two 6/6s in one turn. Fourteen mana worth of PAIN.,True,CORE,
neutral_resurrection_engine,Resurrection Engine,Neutral,Minion,Mech,Rare,7,4,9,Deploy,Deal 3 damage to a random enemy,"Every turn, a ghost comes back. Not a ghost. A MINION.",True,CORE,
neutral_cosmic_devourer,Cosmic Devourer,Neutral,Minion,,Rare,8,8,9,"Drain, Deploy",Destroy all enemy minions with less Attack than this,"If it's weaker, it dies. Most things are weaker.",True,CORE,
neutral_star_titan,Star Titan,Neutral,Minion,,Rare,8,7,10,"Barrier, Cloak, Lethal, Deploy",Deal 4 damage to a random enemy,Massive. Shielded. Adaptive. The premium wall.,True,CORE,
neutral_abyssal_leviathan,Abyssal Leviathan,Neutral,Minion,Beast,Rare,8,8,7,"Lethal, Cloak, Deploy",Deal 4 damage to a random enemy,Charges in. Heals 8. Every single time.,True,CORE,
neutral_omega_construct,Omega Construct,Neutral,Minion,Mech,Rare,8,6,11,"Lethal, Deploy",GUARDIAN. Summon two 4/4 Mechs with BARRIER,Dies into more mechs. More shielded mechs.,True,CORE,
neutral_cosmic_hydra,Cosmic Hydra,Neutral,Minion,Beast,Rare,9,8,9,"Swift, Double Strike, Cloak, Deploy",Deal 4 damage to a random enemy,Triple evolved. Triple terrifying. Nine mana of pure mutation.,True,CORE,
neutral_stellar_annihilator,Stellar Annihilator,Neutral,Minion,,Rare,9,9,8,"Blitz, Cloak, Deploy",SWIFT. Deal 5 damage to all enemy minions,Board clear AND a 9/7 SWIFT body? Santa came early.,True,CORE,
neutral_void_titan,Void Titan,Neutral,Minion,,Rare,9,7,11,"Blitz, Lethal, Deploy",Deal 4 damage to a random enemy,Walls. Can't be targeted. Heals. The ultimate defensive nightmare.,True,CORE,
neutral_cosmic_overlord,Cosmic Overlord,Neutral,Minion,,Rare,10,10,11,"Blitz, Deploy","ALL friendly minions gain +3/+3, BARRIER, and SWIFT","The ultimate rally cry. Everything gets bigger, shielded, and faster.",True,CORE,
neutral_chrono_dragon,Chrono Dragon,Neutral,Minion,Beast,Rare,10,8,9,"Guardian, Drain",Deal 5 damage,Two 8/8s with SWIFT. On one turn. If you have 20 mana. Which you don't. But IMAGINE.,True,CORE,
neutral_galaxy_eater,Galaxy Eater,Neutral,Minion,,Rare,10,10,11,"Double Strike, Deploy",Destroy ALL other minions. Deal 5 damage to both Heroes,Eats the galaxy. Everything dies. Both heroes cry.,True,CORE,
neutral_precision_strike,Precision Strike,Neutral,Spell,,Rare,2,,,,"Deal 3 damage to a minion. If it dies, draw 2 cards",Surgical. Rewarding. If you kill it.,True,CORE,
neutral_temporal_shift,Temporal Shift,Neutral,Spell,,Rare,2,,,,Return all minions that cost (3) or less to their owners' hands,Small stuff? Gone. Big stuff? Still there.,True,CORE,
neutral_star_cannon,Star Cannon,Neutral,Spell,,Rare,3,,,,Deal 5 damage. Costs (1) less for each card you drew this turn,Draw cards. Get discounts. Blast faces.,True,CORE,
neutral_shadow_strike,Shadow Strike,Neutral,Spell,,Rare,3,,,,Deal 5 damage to an undamaged minion,First hit? Five damage. Pristine targets only.,True,CORE,
neutral_mass_barrier,Mass Barrier,Neutral,Spell,,Rare,4,,,Barrier,Give all friendly minions BARRIER,Everyone gets a shield. EVERYONE.,True,CORE,
neutral_mind_games,Mind Games,Neutral,Spell,,Rare,4,,,,Copy a random minion from your opponent's deck and summon it,Surprise! Your best minion works for me now.,True,CORE,
neutral_starforged_armor,Starforged Armor,Neutral,Spell,,Rare,3,2,4,Guardian,"Give a minion +2/+4, BARRIER, and GUARDIAN",Full armor package. One spell. Maximum tank.,True,CORE,
neutral_cosmic_betrayal,Cosmic Betrayal,Neutral,Spell,,Rare,5,,,,Take control of an enemy minion with 3 or less Attack,Turns traitor. Permanently. Small minions have no loyalty.,True,CORE,
neutral_echo_blast,Echo Blast,Neutral,Spell,,Rare,4,,,Swift,Deal 4 damage,Four damage. Then four MORE damage. Eight total. For eight mana.,True,CORE,
neutral_void_singularity,Void Singularity,Neutral,Spell,,Rare,5,,,Swift,all enemy minions with 2 or less Attack,Small minions get ERASED. Tokens? What tokens?,True,CORE,
neutral_star_barrage,Star Barrage,Neutral,Spell,,Rare,5,,,,Deal 10 damage randomly split among all enemies,Ten bolts. Random targets. Pure chaos.,True,CORE,
neutral_cosmic_rebirth,Cosmic Rebirth,Neutral,Spell,,Rare,5,3,3,,Summon a random Legendary minion that died this game. Give it +3/+3,Legendary. Resurrected. BUFFED.,True,CORE,
neutral_dimensional_swap,Dimensional Swap,Neutral,Spell,,Rare,3,,,,Swap a friendly minion with an enemy minion,Yours is theirs. Theirs is yours. Choose wisely.,True,CORE,
neutral_gravitational_pull,Gravitational Pull,Neutral,Spell,,Rare,6,,,,Take control of an enemy minion. It gains GUARDIAN,Steal AND make it block for you? Chef's kiss.,True,CORE,
neutral_mass_adapt,Mass Adapt,Neutral,Spell,,Rare,6,,,,Give all friendly minions,Everything evolves. At the same time.,True,CORE,
neutral_void_rift,Void Rift,Neutral,Spell,,Rare,6,,,,an enemy minion and a random card from their hand,Two-for-one erasure. Premium removal.,True,CORE,
neutral_cosmic_implosion,Cosmic Implosion,Neutral,Spell,,Rare,7,,,,Destroy all minions. Summon a 1/1 Remnant for each destroyed,Everything dies. Everything becomes a 1/1. Circle of cosmic life.,True,CORE,
neutral_star_nova,Star Nova,Neutral,Spell,,Rare,7,,,,Deal 6 damage to all enemies. Your Hero takes 3 damage,Hurts them a LOT. Hurts you a little.,True,CORE,
neutral_time_freeze,Time Freeze,Neutral,Spell,,Rare,8,,,,Freeze all enemy minions for 2 turns. Draw 3 cards,Everything stops. Except your card draw.,True,CORE,
neutral_genesis,Genesis,Neutral,Spell,,Rare,8,,,,Deal 5 damage to all enemy minions,Five minions. From your deck. On the board. RIGHT NOW.,True,CORE,
neutral_the_void_tyrant,THE VOID TYRANT,Neutral,Minion,,Epic,5,5,5,Deploy,Deal 2 damage to a random enemy,Every move costs them something else.,True,CORE,
neutral_cosmic_shapeshifter,Cosmic Shapeshifter,Neutral,Minion,,Epic,5,4,5,"Guardian, Deploy",Transform into a copy of any minion on the board. Gain +2/+2,"Whatever it copies, it does it BETTER.",True,CORE,
neutral_starborn_phoenix,Starborn Phoenix,Neutral,Minion,Elemental,Epic,6,5,6,"Double Strike, Deploy",BARRIER. Resummon this with +2/+2 and BARRIER. (Once.),Dies gloriously. Returns BIGGER and MORE glorious.,True,CORE,
neutral_reality_shaper,Reality Shaper,Neutral,Minion,,Epic,6,4,7,"Guardian, Deploy",Deal 6 damage to a random enemy,Rewrites EVERYONE's hand. Chaos is the plan.,True,CORE,
neutral_void_amalgam,Void Amalgam,Neutral,Minion,,Epic,7,6,7,Deploy,Deal 3 damage to a random enemy,"Absorbs dead minions' abilities. The longer the game, the scarier.",True,CORE,
neutral_infinite_watcher,Infinite Watcher,Neutral,Minion,,Epic,7,5,9,Deploy,"Whenever you draw a card, deal 2 damage to a random enemy",Drawing is damage. Card advantage is face advantage.,True,CORE,
neutral_galactic_arbiter,Galactic Arbiter,Neutral,Minion,,Epic,8,7,8,"Drain, Deploy",Deal 8 damage to a random enemy,Fair? Technically. Advantage? ALL yours.,True,CORE,
neutral_mech_overlord_prime,Mech Overlord Prime,Neutral,Minion,Mech,Epic,8,6,9,"Barrier, Deploy",Deal 4 damage to a random enemy,Mech army? PREMIUM mech army.,True,CORE,
neutral_beast_primarch,Beast Primarch,Neutral,Minion,Beast,Epic,8,7,8,"Swift, Deploy",Give all Beasts in your hand and deck +3/+3,Your deck just got MASSIVE. Every beast. EVERYWHERE.,True,CORE,
neutral_elemental_lord,Elemental Lord,Neutral,Minion,Elemental,Epic,8,6,9,"Drain, Deploy",Deal 4 damage to a random enemy,Spellcaster's best friend. Board filler extraordinaire.,True,CORE,
neutral_shadow_sovereign,Shadow Sovereign,Neutral,Minion,,Epic,9,8,9,"Barrier, Blitz, Deploy, Cloak",CLOAK. Give all friendly minions CLOAK,Your entire board goes invisible. Opponent's nightmare.,True,CORE,
neutral_cosmic_reclaimer,Cosmic Reclaimer,Neutral,Minion,,Epic,9,7,8,"Barrier, Deploy",Deal 4 damage to a random enemy,Every dead legend returns. ALL OF THEM.,True,CORE,
neutral_quantum_devourer,Quantum Devourer,Neutral,Minion,,Epic,9,8,9,"Barrier, Cloak, Deploy",DRAIN. Gains +2/+2 whenever it attacks,Untargetable. Self-healing. Self-buffing. Self-sufficient.,True,CORE,
neutral_entropy_titan,Entropy Titan,Neutral,Minion,,Epic,10,10,11,"Barrier, Deploy",Destroy all other minions. Gain +1/+1 for each destroyed,Everything dies. It absorbs their stats. The ULTIMATE closer.,True,CORE,
neutral_dimensional_anchor,Dimensional Anchor,Neutral,Minion,,Epic,8,5,11,"Cloak, Deploy",Deal 8 damage to a random enemy,The ultimate economic warfare. Taxes THEM. Subsidizes YOU.,True,CORE,
neutral_world_tree,World Tree,Neutral,Minion,Beast,Epic,10,5,16,"Blitz, Deploy",Deal 5 damage to a random enemy,The ultimate healing wall. Everything heals. Every turn.,True,CORE,
neutral_cosmic_convergence,Cosmic Convergence,Neutral,Spell,,Epic,6,,,,Discover a card from each of 3 random races. They cost (2) less,Three races. Three choices. All discounted.,True,CORE,
neutral_reality_fracture,Reality Fracture,Neutral,Spell,,Epic,7,,,,Transform all enemy minions into random ones that cost (3) less,Their board becomes random trash. YOUR random trash now.,True,CORE,
neutral_omega_blast,Omega Blast,Neutral,Spell,,Epic,8,,,,"Deal 15 damage to a minion. If it dies, deal 5 to adjacent minions",Overkill is just thorough planning.,True,CORE,
neutral_dimensional_collapse,Dimensional Collapse,Neutral,Spell,,Epic,8,,,Cloak,all minions. Both players draw 3 cards,Board? GONE. Replaced with fresh cards for everyone.,True,CORE,
neutral_star_cataclysm,Star Cataclysm,Neutral,Spell,,Epic,9,,,,Deal 5 damage to all enemies. Summon a 5/5 Star Titan for each enemy killed,Kill stuff. Get stuff. Equal exchange of violence.,True,CORE,
neutral_cosmic_duplication,Cosmic Duplication,Neutral,Spell,,Epic,7,,,,Choose a friendly minion. Fill your board with copies of it,One good minion? Now you have SEVEN good minions.,True,CORE,
neutral_void_maelstrom,Void Maelstrom,Neutral,Spell,,Epic,9,,,,all minions and spells from both hands. Both players draw 5 cards,Nuclear reset. Everything gone. Fresh start. TOTAL chaos.,True,CORE,
neutral_genesis_protocol,Genesis Protocol,Neutral,Spell,,Epic,10,,,,Deal 6 damage to all enemy minions,Seven. Random. LEGENDARIES. Merry Christmas.,True,CORE,
neutral_the_cosmic_arbiter,THE COSMIC ARBITER,Neutral,Minion,,Legendary,8,8,9,"Cloak, Deploy",Draw a card,Judges the cosmos. Offers you a free Legendary as compensation.,True,CORE,
neutral_the_world_engine,THE WORLD ENGINE,Neutral,Minion,Mech,Legendary,9,5,13,"Guardian, Deploy",Summon a token,Builds worlds. Upgrades minions. Never stops. NEVER.,True,CORE,
neutral_nexus_of_all_things,NEXUS OF ALL THINGS,Neutral,Minion,,Legendary,10,8,11,"Lethal, Deploy",Deal 10 damage to a random enemy,Your deck becomes THEIR deck. But cheaper. The ultimate mirror match.,True,CORE,
neutral_the_great_devourer,THE GREAT DEVOURER,Neutral,Minion,Beast,Legendary,10,12,13,Deploy,Deal 10 damage to a random enemy,"By turn 10, this costs 0. And it has 12 Attack. And BLITZ. Sleep tight.",True,CORE,
neutral_the_star_forger,THE STAR FORGER,Neutral,Minion,,Legendary,9,7,8,"Guardian, Deploy",Deal 4 damage to a random enemy,Skips the grind. Gives you the FINALE. Three pre-Forged legends.,True,CORE,
neutral_entropys_end,ENTROPY'S END,Neutral,Minion,,Legendary,10,10,11,"Double Strike, Deploy","For the rest of the game, cards that go to your opponent's discard are ed instead. Your effects deal 3 damage to the enemy Hero",The final entropy. Nothing dies. Everything CEASES TO EXIST.,True,CORE,
neutral_stardust_forge,Stardust Forge,Neutral,Structure,,Rare,3,,,Deploy,Draw a card,Everything hits harder. ALL the time.,True,CORE,
neutral_void_beacon,Void Beacon,Neutral,Structure,,Rare,3,,,Deploy,Start of Turn: Deal 1 damage to all enemies,Passive damage. Every turn. No effort required.,True,CORE,
neutral_crystal_repository,Crystal Repository,Neutral,Structure,,Rare,3,,,Deploy,Draw a card,Free mana. Every turn. THE dream.,True,CORE,
neutral_recruitment_center,Recruitment Center,Neutral,Structure,,Rare,4,,,Deploy,Draw a card,Free minions. Every turn. No questions asked.,True,CORE,
neutral_guardian_sanctum,Guardian Sanctum,Neutral,Structure,,Rare,4,2,2,Deploy,Your minions with GUARDIAN have +2/+2,Tanks get BIGGER. Walls get HIGHER.,True,CORE,
neutral_armory,Armory,Neutral,Structure,,Rare,3,1,1,Deploy,"Whenever you play a minion, give it +1/+1",Everything arrives buffed. Shopping bonus.,True,CORE,
neutral_scrapyard,Scrapyard,Neutral,Structure,,Rare,2,,,Deploy,"Whenever a friendly Mech dies, draw a card",Mechs die. You draw. Circle of mechanical life.,True,CORE,
neutral_beast_pen,Beast Pen,Neutral,Structure,,Rare,3,1,1,Deploy,"Your Beasts have +1/+1. Whenever you play a Beast, draw a card",Zoo + card draw = best day ever.,True,CORE,
neutral_elemental_nexus,Elemental Nexus,Neutral,Structure,,Rare,4,,,Deploy,"Your Elementals have +2 Attack. When one dies, deal 2 damage to a random enemy",Elementals hit harder. Die louder.,True,CORE,
neutral_healing_springs,Healing Springs,Neutral,Structure,,Rare,2,,,Deploy,Start of Turn: Restore 2 Health to your Hero,Passive healing. Every turn. Relaxing AND strategic.,True,CORE,
neutral_war_drum,War Drum,Neutral,Structure,,Rare,4,,,Deploy,Draw a card,First impressions MATTER. Two extra damage worth of first impressions.,True,CORE,
neutral_shield_generator,Shield Generator,Neutral,Structure,,Rare,4,,,"Deploy, Barrier","Whenever you play a minion, give it BARRIER",Every minion arrives shielded. Premium deployment.,True,CORE,
neutral_arcane_library,Arcane Library,Neutral,Structure,,Rare,3,,,Deploy,"Whenever you cast a spell, draw a card",Spells give cards. Cards give spells. The LOOP.,True,CORE,
neutral_bounty_board,Bounty Board,Neutral,Structure,,Rare,3,,,Deploy,"Whenever a friendly minion kills an enemy minion, gain 1 Crystal this turn",Murder pays. Literally.,True,CORE,
neutral_dark_altar,Dark Altar,Neutral,Structure,,Rare,4,,,Deploy,"Whenever a friendly minion dies, deal 2 damage to the enemy Hero",Death = damage. Every death. EVERY time.,True,CORE,
neutral_supply_cache,Supply Cache,Neutral,Structure,,Rare,3,,,Deploy,Start of Turn: Draw an extra card,Two draws per turn. Deck goes FAST.,True,CORE,
neutral_training_grounds,Training Grounds,Neutral,Structure,,Rare,4,1,1,Deploy,Give all friendly minions +1/+1,Everything grows. Every turn. Incrementally terrifying.,True,CORE,
neutral_cosmic_antenna,Cosmic Antenna,Neutral,Structure,,Rare,3,,,Deploy,Draw a card,Battlecries go BOING BOING.,True,CORE,
neutral_void_anchor,Void Anchor,Neutral,Structure,,Rare,5,,,Deploy,Deal 5 damage to a random enemy,Their spells are expensive. YOUR spells aren't. Unfair advantage.,True,CORE,
neutral_mana_capacitor,Mana Capacitor,Neutral,Structure,,Rare,2,,,Deploy,Deal 1 damage to a random enemy,Save mana. Spend later. BANKING.,True,CORE,
neutral_the_cosmic_forge,THE COSMIC FORGE,Neutral,Structure,,Epic,6,,,Deploy,Deal 3 damage to a random enemy,Double progress. Half the time. FORGE FASTER.,True,CORE,
neutral_dimensional_rift_gate,Dimensional Rift Gate,Neutral,Structure,,Epic,6,,,Deploy,Deal 3 damage to a random enemy,Their deck. Your board. Every turn.,True,CORE,
neutral_entropy_field,Entropy Field,Neutral,Structure,,Epic,5,,,Deploy,Deal 2 damage to a random enemy,Everything decays. You stay protected.,True,CORE,
neutral_resurrection_shrine,Resurrection Shrine,Neutral,Structure,,Epic,6,,,Deploy,Deal 3 damage to a random enemy,Legendaries never truly die. Not with THIS on the board.,True,CORE,
neutral_star_gate,Star Gate,Neutral,Structure,,Epic,7,,,Deploy,Draw a card,Free card. Every turn. From ANY race.,True,CORE,
neutral_quantum_stabilizer,Quantum Stabilizer,Neutral,Structure,,Epic,5,,,Deploy,Draw a card,Bounce effects = duplication. Every bounce. EVERY time.,True,CORE,
neutral_the_star_forge,THE STAR FORGE,Neutral,Structure,,Legendary,8,2,2,Deploy,Give a minion +2/+2,Makes Legendaries. Buffs Legendaries. IS Legendary.,True,CORE,
neutral_the_infinity_well,THE INFINITY WELL,Neutral,Structure,,Legendary,7,,,Deploy,Deal 7 damage to a random enemy,Discounts. Card draw. Deck manipulation. The holy trinity.,True,CORE,
neutral_nexus_of_fate,NEXUS OF FATE,Neutral,Structure,,Legendary,8,,,Deploy,Draw a card,Free Hero Powers. Double Hero Powers. Free spells. EVERY TURN.,True,CORE,
neutral_the_cosmic_anvil,THE COSMIC ANVIL,Neutral,Structure,,Legendary,9,1,1,"Deploy, Barrier","Whenever you play a card, give all friendly minions +1/+1. Your minions have BARRIER",Play a card. Board grows. Everything shielded. The ultimate engine.,True,CORE,
neutral_plasma_discharge,Plasma Discharge,Neutral,Spell,,Common,2,,,,Deal 1 damage to ALL minions,Everything on the board gets a little crispy.,True,CORE,
neutral_gravity_well,Gravity Well,Neutral,Spell,,Rare,4,,,,Deal 3 damage to ALL minions,Gravity doesn't pick sides. Everything falls.,True,CORE,
neutral_volatile_golem,Volatile Golem,Neutral,Minion,Construct,Rare,5,3,4,Deploy,DEPLOY: Deal 2 damage to all enemy minions,Enters with a bang. Stays with a grudge.,True,CORE,
neutral_extinction_wave,Extinction Wave,Neutral,Spell,,Epic,6,,,,Deal 5 damage to ALL minions,When they all need to go. Immediately.,True,CORE,
neutral_chain_detonation,Chain Detonation,Neutral,Spell,,Rare,3,,,,Deal 2 damage to ALL minions. Draw a card,One goes boom. Then the next. Then the next...,True,CORE,
neutral_ion_storm,Ion Storm,Neutral,Spell,,Epic,5,,,,Deal 4 damage to all enemy minions,Targeted destruction. Your side stays pristine.,True,CORE,
neutral_terminate,Terminate,Neutral,Spell,,Common,2,,,,Destroy a minion with 2 or less Attack,Small target. Clean kill.,True,CORE,
neutral_power_down,Power Down,Neutral,Spell,,Common,3,,,,Destroy a minion with 4 or less Attack,Even medium threats deserve swift endings.,True,CORE,
neutral_topple_the_giant,Topple the Giant,Neutral,Spell,,Rare,3,,,,Destroy a minion with 5 or more Attack,The bigger they are...,True,CORE,
neutral_disintegrate,Disintegrate,Neutral,Spell,,Rare,5,,,,Destroy a minion,Gone. Reduced to atoms.,True,CORE,
neutral_bounty_hunter,Bounty Hunter,Neutral,Minion,,Rare,4,3,3,Deploy,DEPLOY: Destroy a damaged minion,Finishes what the board started.,True,CORE,
neutral_void_erasure,Void Erasure,Neutral,Spell,,Epic,4,,,,BANISH a minion. It is removed from the game,Not destroyed. Not returned. Just... gone.,True,CORE,
neutral_dimensional_purge,Dimensional Purge,Neutral,Spell,,Epic,7,,,,BANISH all minions. They are removed from the game,Nothing triggers. Nothing returns. Board: empty. Permanently.,True,CORE,
neutral_static_disruptor,Static Disruptor,Neutral,Spell,,Common,1,,,,Silence a minion,Keywords? Abilities? Never heard of them.,True,CORE,
